timestamp,open,high,low,close,volume,datetime
1779264000000,84.76,85.19,84.57,84.69,48682.367833,2026-05-20 16:00:00+08:00
1779278400000,84.69,86.29,84.17,85.91,163443.033171,2026-05-20 20:00:00+08:00
1779292800000,85.92,87.09,85.54,86.17,140345.264416,2026-05-21 00:00:00+08:00
1779307200000,86.18,86.34,85.56,86.16,64921.653863,2026-05-21 04:00:00+08:00
1779321600000,86.17,87.03,86.1,86.85,76974.6218,2026-05-21 08:00:00+08:00
1779336000000,86.85,87.24,86.2,86.63,122451.601945,2026-05-21 12:00:00+08:00
1779350400000,86.63,87.2,85.59,85.6,118374.124222,2026-05-21 16:00:00+08:00
1779364800000,85.6,86.9,85.34,86.46,133312.033959,2026-05-21 20:00:00+08:00
1779379200000,86.46,88.02,86.05,87.82,207190.599121,2026-05-22 00:00:00+08:00
1779393600000,87.84,87.92,87.03,87.35,54541.804587,2026-05-22 04:00:00+08:00
1779408000000,87.36,87.36,86.59,87.03,38575.574612,2026-05-22 08:00:00+08:00
1779422400000,87.04,87.38,86.51,86.98,94440.302197,2026-05-22 12:00:00+08:00
1779436800000,86.99,87.52,86.73,87.34,62565.070708,2026-05-22 16:00:00+08:00
1779451200000,87.34,87.86,86.27,86.78,117222.580461,2026-05-22 20:00:00+08:00
1779465600000,86.78,87.19,84.0,84.55,172824.834915,2026-05-23 00:00:00+08:00
1779480000000,84.55,85.3,84.0,84.4,97598.341172,2026-05-23 04:00:00+08:00
1779494400000,84.41,84.75,84.08,84.69,54576.426558,2026-05-23 08:00:00+08:00
1779508800000,84.69,84.71,81.38,82.25,224000.633671,2026-05-23 12:00:00+08:00
1779523200000,82.25,82.47,81.69,82.3,148801.092155,2026-05-23 16:00:00+08:00
1779537600000,82.29,84.54,82.15,84.09,164044.271808,2026-05-23 20:00:00+08:00
1779552000000,84.1,85.15,83.93,84.97,94010.686291,2026-05-24 00:00:00+08:00
1779566400000,84.97,87.5,84.79,85.76,170346.251932,2026-05-24 04:00:00+08:00
1779580800000,85.77,86.23,85.63,85.8,45684.121664,2026-05-24 08:00:00+08:00
1779595200000,85.81,86.76,85.56,86.07,74794.555565,2026-05-24 12:00:00+08:00
1779609600000,86.08,87.04,86.0,86.67,135645.269674,2026-05-24 16:00:00+08:00
1779624000000,86.67,86.69,84.47,85.31,90993.027531,2026-05-24 20:00:00+08:00
1779638400000,85.31,85.87,85.18,85.38,62487.883847,2026-05-25 00:00:00+08:00
1779652800000,85.38,85.52,83.68,85.27,110163.727817,2026-05-25 04:00:00+08:00
1779667200000,85.28,85.77,84.76,84.93,70110.28901,2026-05-25 08:00:00+08:00
1779681600000,84.94,86.17,84.92,85.96,86056.262013,2026-05-25 12:00:00+08:00
1779696000000,85.97,86.22,85.7,85.77,47259.64715,2026-05-25 16:00:00+08:00
1779710400000,85.77,86.53,85.67,86.25,58111.547921,2026-05-25 20:00:00+08:00
1779724800000,86.25,86.44,85.52,85.65,54569.328478,2026-05-26 00:00:00+08:00
1779739200000,85.64,85.88,84.72,85.06,56866.317812,2026-05-26 04:00:00+08:00
1779753600000,85.06,85.1,83.84,84.23,92046.802003,2026-05-26 08:00:00+08:00
1779768000000,84.23,84.98,84.01,84.34,76286.888989,2026-05-26 12:00:00+08:00
1779782400000,84.35,85.81,84.32,85.23,89858.561167,2026-05-26 16:00:00+08:00
1779796800000,85.23,86.15,84.04,84.5,189085.882323,2026-05-26 20:00:00+08:00
1779811200000,84.5,84.58,83.15,83.77,147598.223193,2026-05-27 00:00:00+08:00
1779825600000,83.78,83.97,83.53,83.72,32381.734202,2026-05-27 04:00:00+08:00
1779840000000,83.72,84.19,83.51,83.64,38020.554807,2026-05-27 08:00:00+08:00
1779854400000,83.64,84.21,82.86,84.2,69689.511818,2026-05-27 12:00:00+08:00
1779868800000,84.2,84.42,83.63,83.94,50489.159745,2026-05-27 16:00:00+08:00
1779883200000,83.96,84.83,82.99,84.43,160596.32467,2026-05-27 20:00:00+08:00
1779897600000,84.44,84.75,83.18,83.92,71008.532582,2026-05-28 00:00:00+08:00
1779912000000,83.93,84.14,82.12,82.44,98710.944633,2026-05-28 04:00:00+08:00
1779926400000,82.43,82.76,80.49,80.73,176608.36888,2026-05-28 08:00:00+08:00
1779940800000,80.73,81.35,80.02,81.27,131369.325257,2026-05-28 12:00:00+08:00
1779955200000,81.27,81.31,80.61,80.87,66838.851089,2026-05-28 16:00:00+08:00
1779969600000,80.88,81.66,80.03,81.14,177709.636773,2026-05-28 20:00:00+08:00
1779984000000,81.15,83.0,80.93,82.18,103316.789167,2026-05-29 00:00:00+08:00
1779998400000,82.18,82.67,81.78,82.12,57206.185561,2026-05-29 04:00:00+08:00
1780012800000,82.12,82.48,81.49,81.63,35653.95843,2026-05-29 08:00:00+08:00
1780027200000,81.63,82.5,81.39,82.25,55296.340988,2026-05-29 12:00:00+08:00
1780041600000,82.25,82.64,81.52,81.78,43529.103947,2026-05-29 16:00:00+08:00
1780056000000,81.78,83.24,80.37,82.57,177165.576681,2026-05-29 20:00:00+08:00
1780070400000,82.59,83.21,81.6,82.06,115482.709915,2026-05-30 00:00:00+08:00
1780084800000,82.05,82.41,81.62,82.05,49202.396902,2026-05-30 04:00:00+08:00
1780099200000,82.05,83.09,81.95,82.67,55250.727066,2026-05-30 08:00:00+08:00
1780113600000,82.68,82.8,81.87,82.39,60144.580999,2026-05-30 12:00:00+08:00
1780128000000,82.39,82.55,82.2,82.33,21512.985559,2026-05-30 16:00:00+08:00
1780142400000,82.34,82.92,82.26,82.7,46329.272733,2026-05-30 20:00:00+08:00
1780156800000,82.7,83.14,82.63,82.99,37495.128554,2026-05-31 00:00:00+08:00
1780171200000,82.99,83.19,82.46,82.73,38510.047827,2026-05-31 04:00:00+08:00
1780185600000,82.74,83.4,82.62,83.23,48561.06118,2026-05-31 08:00:00+08:00
1780200000000,83.23,83.3,82.52,82.68,35600.673979,2026-05-31 12:00:00+08:00
1780214400000,82.68,83.05,82.49,82.75,30962.66402,2026-05-31 16:00:00+08:00
1780228800000,82.75,83.11,81.8,81.89,79618.823709,2026-05-31 20:00:00+08:00
1780243200000,81.89,82.06,81.34,81.59,40381.605757,2026-06-01 00:00:00+08:00
1780257600000,81.6,82.91,81.6,82.46,50784.695872,2026-06-01 04:00:00+08:00
1780272000000,82.45,83.11,81.61,82.61,79022.790545,2026-06-01 08:00:00+08:00
1780286400000,82.62,82.77,80.65,80.74,72444.908882,2026-06-01 12:00:00+08:00
1780300800000,80.73,81.29,80.47,80.82,69501.998532,2026-06-01 16:00:00+08:00
1780315200000,80.83,81.08,79.2,79.62,227893.962064,2026-06-01 20:00:00+08:00
1780329600000,79.62,81.32,79.12,81.2,126652.766315,2026-06-02 00:00:00+08:00
1780344000000,81.19,81.63,80.33,81.27,85295.754651,2026-06-02 04:00:00+08:00
1780358400000,81.28,81.3,79.39,80.91,79175.747902,2026-06-02 08:00:00+08:00
1780372800000,80.91,81.01,79.15,79.68,95234.268591,2026-06-02 12:00:00+08:00
1780387200000,79.69,79.82,78.7,78.95,110818.41024,2026-06-02 16:00:00+08:00
1780401600000,78.95,79.22,75.51,76.38,309582.889306,2026-06-02 20:00:00+08:00
1780416000000,76.38,77.68,74.41,75.52,198728.199454,2026-06-03 00:00:00+08:00
1780430400000,75.52,76.08,72.72,74.21,208660.860565,2026-06-03 04:00:00+08:00
1780444800000,74.23,75.13,72.28,72.71,184534.669683,2026-06-03 08:00:00+08:00
1780459200000,72.72,75.42,72.7,75.26,196120.384833,2026-06-03 12:00:00+08:00
1780473600000,75.26,75.7,74.71,75.12,109808.341039,2026-06-03 16:00:00+08:00
1780488000000,75.13,75.37,73.25,73.3,139596.593213,2026-06-03 20:00:00+08:00
1780502400000,73.31,74.1,71.71,71.99,183511.030661,2026-06-04 00:00:00+08:00
1780516800000,71.98,73.2,70.88,71.62,174748.579731,2026-06-04 04:00:00+08:00
1780531200000,71.61,72.11,66.67,71.47,550146.209529,2026-06-04 08:00:00+08:00
1780545600000,71.49,71.77,69.13,69.16,155018.102871,2026-06-04 12:00:00+08:00
1780560000000,69.14,69.43,67.41,68.69,245785.252205,2026-06-04 16:00:00+08:00
1780574400000,68.7,70.66,68.32,69.65,185642.373847,2026-06-04 20:00:00+08:00
1780588800000,69.65,69.89,68.49,69.1,110484.577647,2026-06-05 00:00:00+08:00
1780603200000,69.09,69.15,67.57,68.88,121504.565025,2026-06-05 04:00:00+08:00
1780617600000,68.87,69.1,66.93,67.1,175928.873188,2026-06-05 08:00:00+08:00
1780632000000,67.12,68.09,63.61,66.17,557611.605264,2026-06-05 12:00:00+08:00
1780646400000,66.18,66.81,65.09,66.09,221392.918335,2026-06-05 16:00:00+08:00
1780660800000,66.08,66.82,63.78,64.25,480540.540192,2026-06-05 20:00:00+08:00
1780675200000,64.24,66.06,61.46,63.43,544023.892939,2026-06-06 00:00:00+08:00
1780689600000,63.43,65.4,62.65,63.63,271731.322595,2026-06-06 04:00:00+08:00
1780704000000,63.64,64.86,62.56,62.82,144326.148611,2026-06-06 08:00:00+08:00
1780718400000,62.84,63.35,60.11,62.79,359876.317458,2026-06-06 12:00:00+08:00
1780732800000,62.79,63.6,61.2,62.45,170803.418032,2026-06-06 16:00:00+08:00
1780747200000,62.46,63.11,61.34,62.06,147122.648767,2026-06-06 20:00:00+08:00
1780761600000,62.05,62.41,61.38,61.65,125157.005611,2026-06-07 00:00:00+08:00
1780776000000,61.64,62.37,61.38,62.21,95233.275737,2026-06-07 04:00:00+08:00
1780790400000,62.21,64.15,61.97,63.83,152584.236114,2026-06-07 08:00:00+08:00
1780804800000,63.82,65.01,63.3,64.92,122629.040162,2026-06-07 12:00:00+08:00
1780819200000,64.92,66.11,64.44,65.03,161804.51648,2026-06-07 16:00:00+08:00
1780833600000,65.04,65.33,63.65,64.98,147410.284515,2026-06-07 20:00:00+08:00
1780848000000,64.99,65.61,63.64,63.94,169274.248574,2026-06-08 00:00:00+08:00
1780862400000,63.94,67.92,63.74,66.5,241775.406236,2026-06-08 04:00:00+08:00
1780876800000,66.49,67.1,65.41,66.35,144918.478028,2026-06-08 08:00:00+08:00
1780891200000,66.36,66.41,64.98,66.11,112448.018589,2026-06-08 12:00:00+08:00
1780905600000,66.1,67.05,65.46,66.69,169359.420227,2026-06-08 16:00:00+08:00
1780920000000,66.69,67.82,65.98,67.19,265964.596519,2026-06-08 20:00:00+08:00
1780934400000,67.19,67.82,66.56,67.46,160813.096533,2026-06-09 00:00:00+08:00
1780948800000,67.46,68.16,66.66,66.83,163871.251339,2026-06-09 04:00:00+08:00
1780963200000,66.82,66.88,65.29,66.02,137112.551939,2026-06-09 08:00:00+08:00
1780977600000,66.01,67.47,65.82,66.91,154217.95507,2026-06-09 12:00:00+08:00
1780992000000,66.9,66.94,65.85,66.12,174535.928774,2026-06-09 16:00:00+08:00
1781006400000,66.11,66.52,64.27,64.33,228999.607654,2026-06-09 20:00:00+08:00
1781020800000,64.33,65.66,63.55,65.41,265959.717614,2026-06-10 00:00:00+08:00
1781035200000,65.42,65.71,64.68,64.98,87295.996758,2026-06-10 04:00:00+08:00
1781049600000,64.97,65.3,64.25,64.52,74705.237533,2026-06-10 08:00:00+08:00
1781064000000,64.53,64.78,63.83,64.49,85574.026633,2026-06-10 12:00:00+08:00
1781078400000,64.5,64.52,62.96,63.51,182362.159136,2026-06-10 16:00:00+08:00
1781092800000,63.5,65.77,63.3,65.45,294061.348214,2026-06-10 20:00:00+08:00
1781107200000,65.45,65.48,63.37,63.56,167585.112812,2026-06-11 00:00:00+08:00
1781121600000,63.55,63.66,62.35,63.19,136277.667718,2026-06-11 04:00:00+08:00
1781136000000,63.2,65.49,63.2,65.27,197486.977042,2026-06-11 08:00:00+08:00
1781150400000,65.28,65.44,64.79,65.05,88934.463216,2026-06-11 12:00:00+08:00
1781164800000,65.05,66.15,65.02,65.88,133870.928266,2026-06-11 16:00:00+08:00
1781179200000,65.89,65.93,64.89,65.56,250304.999023,2026-06-11 20:00:00+08:00
1781193600000,65.56,67.39,65.05,66.95,214086.49337,2026-06-12 00:00:00+08:00
1781208000000,66.94,67.13,66.35,66.91,73847.05061,2026-06-12 04:00:00+08:00
1781222400000,66.92,67.3,66.42,67.02,80577.41237,2026-06-12 08:00:00+08:00
1781236800000,67.03,67.24,65.94,66.32,116094.57634,2026-06-12 12:00:00+08:00
1781251200000,66.32,67.49,66.31,66.92,104938.46498,2026-06-12 16:00:00+08:00
1781265600000,66.93,68.82,66.38,67.25,276257.85527,2026-06-12 20:00:00+08:00
1781280000000,67.26,68.21,66.69,66.79,171648.775779,2026-06-13 00:00:00+08:00
1781294400000,66.79,66.94,66.46,66.82,74934.110062,2026-06-13 04:00:00+08:00
1781308800000,66.83,67.51,66.7,66.89,58966.136195,2026-06-13 08:00:00+08:00
1781323200000,66.89,67.49,66.55,67.37,76023.669817,2026-06-13 12:00:00+08:00
1781337600000,67.37,67.96,67.26,67.9,68038.921899,2026-06-13 16:00:00+08:00
1781352000000,67.9,68.71,67.78,68.59,104530.883973,2026-06-13 20:00:00+08:00
1781366400000,68.6,68.63,67.84,68.23,88566.43693,2026-06-14 00:00:00+08:00
1781380800000,68.24,69.56,68.06,68.94,116412.225165,2026-06-14 04:00:00+08:00
1781395200000,68.93,69.09,68.64,68.95,61069.134497,2026-06-14 08:00:00+08:00
1781409600000,68.95,69.01,68.02,68.22,90779.349919,2026-06-14 12:00:00+08:00
1781424000000,68.23,68.52,67.92,68.11,41257.42096,2026-06-14 16:00:00+08:00
1781438400000,68.11,68.17,66.95,67.43,74928.59754,2026-06-14 20:00:00+08:00
1781452800000,67.44,67.75,67.21,67.56,35979.132383,2026-06-15 00:00:00+08:00
1781467200000,67.56,71.28,67.45,71.28,219057.6589,2026-06-15 04:00:00+08:00
1781481600000,71.28,71.72,70.67,71.24,156542.131095,2026-06-15 08:00:00+08:00
1781496000000,71.25,71.5,70.82,71.28,100912.404015,2026-06-15 12:00:00+08:00
1781510400000,71.28,72.85,70.82,72.6,173017.437956,2026-06-15 16:00:00+08:00
1781524800000,72.61,75.25,72.31,75.25,272469.014465,2026-06-15 20:00:00+08:00
1781539200000,75.25,76.09,74.59,75.28,222886.686191,2026-06-16 00:00:00+08:00
1781553600000,75.27,75.46,73.62,73.98,106038.193604,2026-06-16 04:00:00+08:00
1781568000000,73.97,74.39,72.79,73.74,118196.081253,2026-06-16 08:00:00+08:00
1781582400000,73.74,74.53,73.21,74.47,97542.525622,2026-06-16 12:00:00+08:00
1781596800000,74.47,75.64,74.35,74.65,121517.25782,2026-06-16 16:00:00+08:00
1781611200000,74.67,75.54,72.32,73.28,170430.15654,2026-06-16 20:00:00+08:00
1781625600000,73.29,74.34,73.02,73.85,124363.471046,2026-06-17 00:00:00+08:00
1781640000000,73.84,74.25,73.44,73.53,36984.505008,2026-06-17 04:00:00+08:00
1781654400000,73.55,74.45,73.17,73.69,62076.556555,2026-06-17 08:00:00+08:00
1781668800000,73.7,74.11,73.0,73.27,72103.867309,2026-06-17 12:00:00+08:00
1781683200000,73.28,73.3,71.73,72.04,119714.196103,2026-06-17 16:00:00+08:00
1781697600000,72.05,73.88,71.6,73.8,160969.95225,2026-06-17 20:00:00+08:00
1781712000000,73.81,74.69,71.42,71.66,356839.213701,2026-06-18 00:00:00+08:00
1781726400000,71.65,72.24,70.83,72.04,122294.443935,2026-06-18 04:00:00+08:00
1781740800000,72.04,72.67,71.53,71.66,72603.178605,2026-06-18 08:00:00+08:00
1781755200000,71.66,71.84,70.63,71.77,93336.647682,2026-06-18 12:00:00+08:00
1781769600000,71.78,72.15,70.73,70.94,87566.868183,2026-06-18 16:00:00+08:00
1781784000000,70.94,71.8,68.37,68.44,254147.816122,2026-06-18 20:00:00+08:00
1781798400000,68.45,69.53,68.24,69.38,198041.036455,2026-06-19 00:00:00+08:00
1781812800000,69.39,69.96,69.26,69.72,85617.593504,2026-06-19 04:00:00+08:00
1781827200000,69.72,70.08,68.65,69.05,84988.926503,2026-06-19 08:00:00+08:00
1781841600000,69.06,69.26,67.99,68.39,115663.230362,2026-06-19 12:00:00+08:00
1781856000000,68.39,68.75,68.06,68.25,81977.881565,2026-06-19 16:00:00+08:00
1781870400000,68.26,69.58,67.92,69.33,161671.656634,2026-06-19 20:00:00+08:00
1781884800000,69.34,69.57,68.63,68.96,61567.117081,2026-06-20 00:00:00+08:00
1781899200000,68.98,69.87,68.74,69.74,76120.03771,2026-06-20 04:00:00+08:00
1781913600000,69.73,70.12,69.48,70.0,60956.678794,2026-06-20 08:00:00+08:00
1781928000000,70.01,72.48,69.89,71.59,207471.507946,2026-06-20 12:00:00+08:00
1781942400000,71.6,72.1,71.21,71.78,79720.279313,2026-06-20 16:00:00+08:00
1781956800000,71.79,72.63,70.46,72.04,199908.54292,2026-06-20 20:00:00+08:00
1781971200000,72.05,72.07,71.1,71.87,90302.77563,2026-06-21 00:00:00+08:00
1781985600000,71.87,74.3,71.71,73.21,109174.834286,2026-06-21 04:00:00+08:00
1782000000000,73.22,73.88,72.89,73.64,54830.520986,2026-06-21 08:00:00+08:00
1782014400000,73.63,73.85,73.01,73.21,149946.135203,2026-06-21 12:00:00+08:00
1782028800000,73.21,74.4,72.74,73.21,96647.058348,2026-06-21 16:00:00+08:00
1782043200000,73.2,74.29,72.93,74.15,90644.888877,2026-06-21 20:00:00+08:00
1782057600000,74.14,74.69,73.8,74.43,131681.51061,2026-06-22 00:00:00+08:00
1782072000000,74.44,74.56,72.3,72.45,154155.191946,2026-06-22 04:00:00+08:00
1782086400000,72.46,75.0,72.46,73.52,137304.175931,2026-06-22 08:00:00+08:00
1782100800000,73.53,74.47,73.37,74.11,65286.870526,2026-06-22 12:00:00+08:00
1782115200000,74.11,74.43,73.58,74.19,93313.235855,2026-06-22 16:00:00+08:00
1782129600000,74.19,75.0,73.0,73.15,279447.014282,2026-06-22 20:00:00+08:00
1782144000000,73.16,73.57,72.47,72.7,172460.665686,2026-06-23 00:00:00+08:00
1782158400000,72.71,72.96,71.36,71.96,92598.972975,2026-06-23 04:00:00+08:00
1782172800000,71.96,72.05,71.32,71.99,63630.180155,2026-06-23 08:00:00+08:00
1782187200000,71.99,72.02,69.68,70.01,160609.451915,2026-06-23 12:00:00+08:00
1782201600000,70.01,70.13,68.14,69.31,242117.547212,2026-06-23 16:00:00+08:00
1782216000000,69.31,69.67,68.39,68.92,186363.288627,2026-06-23 20:00:00+08:00
1782230400000,68.92,69.4,68.63,68.85,66495.913896,2026-06-24 00:00:00+08:00
1782244800000,68.87,69.84,68.84,69.7,58922.706763,2026-06-24 04:00:00+08:00
1782259200000,69.7,70.41,69.11,69.56,89107.210448,2026-06-24 08:00:00+08:00
1782273600000,69.58,70.21,69.0,69.37,75685.652032,2026-06-24 12:00:00+08:00
1782288000000,69.38,70.45,68.78,69.81,204040.115674,2026-06-24 16:00:00+08:00
1782302400000,69.83,69.92,67.26,67.33,230425.554462,2026-06-24 20:00:00+08:00
1782316800000,67.32,68.03,64.71,66.14,412528.327956,2026-06-25 00:00:00+08:00
1782331200000,66.13,68.55,65.98,68.11,152134.684965,2026-06-25 04:00:00+08:00
1782345600000,68.12,68.32,67.41,67.69,64527.52766,2026-06-25 08:00:00+08:00
1782360000000,67.7,69.66,67.49,69.44,180528.146935,2026-06-25 12:00:00+08:00
1782374400000,69.44,69.44,68.01,68.18,111557.147195,2026-06-25 16:00:00+08:00
1782388800000,68.18,68.92,64.05,66.32,544897.820051,2026-06-25 20:00:00+08:00
1782403200000,66.32,67.36,65.66,66.21,224111.994146,2026-06-26 00:00:00+08:00
1782417600000,66.22,68.82,66.09,67.7,146132.490248,2026-06-26 04:00:00+08:00
1782432000000,67.72,68.5,65.93,68.22,275637.085297,2026-06-26 08:00:00+08:00
1782446400000,68.21,71.0,67.97,70.78,276988.893992,2026-06-26 12:00:00+08:00
1782460800000,70.78,70.88,68.4,68.61,183690.347994,2026-06-26 16:00:00+08:00
1782475200000,68.62,72.24,68.2,72.06,428586.632244,2026-06-26 20:00:00+08:00
1782489600000,72.06,73.93,72.02,73.0,286711.478183,2026-06-27 00:00:00+08:00
1782504000000,73.01,73.68,71.44,71.9,166961.887927,2026-06-27 04:00:00+08:00
1782518400000,71.91,72.56,71.36,72.27,137413.114873,2026-06-27 08:00:00+08:00
1782532800000,72.26,72.58,71.52,72.29,83860.996243,2026-06-27 12:00:00+08:00
1782547200000,72.3,72.33,71.55,71.8,75587.978091,2026-06-27 16:00:00+08:00
1782561600000,71.81,73.19,71.65,72.85,109490.523141,2026-06-27 20:00:00+08:00
1782576000000,72.85,73.01,70.96,71.1,152075.013759,2026-06-28 00:00:00+08:00
1782590400000,71.1,71.62,70.26,70.51,149181.506522,2026-06-28 04:00:00+08:00
1782604800000,70.51,71.01,70.45,70.87,39541.110862,2026-06-28 08:00:00+08:00
1782619200000,70.87,71.08,70.15,71.07,66996.089428,2026-06-28 12:00:00+08:00
1782633600000,71.06,72.19,71.06,71.92,122457.605257,2026-06-28 16:00:00+08:00
1782648000000,71.91,72.41,71.33,72.08,93576.605407,2026-06-28 20:00:00+08:00
1782662400000,72.08,72.13,70.25,70.72,124519.263698,2026-06-29 00:00:00+08:00
1782676800000,70.71,71.78,69.73,71.38,134464.935558,2026-06-29 04:00:00+08:00
1782691200000,71.4,73.33,70.35,72.69,212729.968743,2026-06-29 08:00:00+08:00
1782705600000,72.69,73.12,71.04,72.73,135471.501653,2026-06-29 12:00:00+08:00
1782720000000,72.72,73.68,72.25,72.53,205795.237006,2026-06-29 16:00:00+08:00
1782734400000,72.54,74.55,72.13,73.91,654419.534415,2026-06-29 20:00:00+08:00
1782748800000,73.92,76.48,72.91,75.99,372707.135352,2026-06-30 00:00:00+08:00
1782763200000,75.99,76.03,74.9,75.19,101196.385685,2026-06-30 04:00:00+08:00
1782777600000,75.16,75.23,74.05,74.19,104551.914214,2026-06-30 08:00:00+08:00
1782792000000,74.19,74.26,73.71,74.16,86395.755071,2026-06-30 12:00:00+08:00
1782806400000,74.15,74.22,73.33,73.41,153769.391334,2026-06-30 16:00:00+08:00
1782820800000,73.41,74.12,71.91,73.14,288337.172873,2026-06-30 20:00:00+08:00
1782835200000,73.16,73.96,72.73,73.77,111158.27192,2026-07-01 00:00:00+08:00
1782849600000,73.75,73.95,73.2,73.67,61856.820792,2026-07-01 04:00:00+08:00
1782864000000,73.68,75.69,72.26,75.48,168633.684332,2026-07-01 08:00:00+08:00
1782878400000,75.48,75.86,73.97,74.88,181032.825991,2026-07-01 12:00:00+08:00
1782892800000,74.88,75.59,74.46,74.84,176801.246366,2026-07-01 16:00:00+08:00
1782907200000,74.86,77.81,74.28,77.43,340622.875536,2026-07-01 20:00:00+08:00
1782921600000,77.43,78.25,76.82,77.01,195004.531325,2026-07-02 00:00:00+08:00
1782936000000,77.01,78.96,76.6,77.45,219158.747418,2026-07-02 04:00:00+08:00
1782950400000,77.46,78.98,76.9,78.72,154196.440036,2026-07-02 08:00:00+08:00
1782964800000,78.72,78.73,77.61,77.99,102353.748053,2026-07-02 12:00:00+08:00
1782979200000,78.0,82.78,77.94,82.4,490950.809081,2026-07-02 16:00:00+08:00
1782993600000,82.38,82.45,80.1,80.87,438330.197301,2026-07-02 20:00:00+08:00
1783008000000,80.88,81.29,80.16,80.84,133159.922887,2026-07-03 00:00:00+08:00
1783022400000,80.84,81.17,80.43,80.73,76978.053888,2026-07-03 04:00:00+08:00
1783036800000,80.73,81.71,80.33,80.73,92416.411995,2026-07-03 08:00:00+08:00
1783051200000,80.74,81.54,80.48,81.24,78308.925477,2026-07-03 12:00:00+08:00
1783065600000,81.25,81.87,80.69,81.56,116722.248921,2026-07-03 16:00:00+08:00
1783080000000,81.57,82.06,80.93,81.22,105145.181207,2026-07-03 20:00:00+08:00
1783094400000,81.22,83.23,81.07,82.51,125416.325163,2026-07-04 00:00:00+08:00
1783108800000,82.49,83.06,82.18,82.36,108037.311236,2026-07-04 04:00:00+08:00
1783123200000,82.35,82.85,81.81,82.72,77387.681208,2026-07-04 08:00:00+08:00
1783137600000,82.73,83.98,82.25,82.72,159720.751477,2026-07-04 12:00:00+08:00
1783152000000,82.72,82.79,81.43,81.83,108150.491809,2026-07-04 16:00:00+08:00
1783166400000,81.84,82.42,81.35,82.24,123637.486987,2026-07-04 20:00:00+08:00
1783180800000,82.25,82.83,81.71,81.89,122680.621671,2026-07-05 00:00:00+08:00
1783195200000,81.89,82.23,81.46,81.8,59168.712122,2026-07-05 04:00:00+08:00
1783209600000,81.8,81.81,80.21,80.57,127975.692262,2026-07-05 08:00:00+08:00
1783224000000,80.57,80.88,80.25,80.71,67920.668678,2026-07-05 12:00:00+08:00
1783238400000,80.72,80.87,79.67,80.56,139819.182928,2026-07-05 16:00:00+08:00
1783252800000,80.57,81.77,80.37,81.35,91864.134007,2026-07-05 20:00:00+08:00
1783267200000,81.36,81.54,80.82,81.05,73629.440784,2026-07-06 00:00:00+08:00
1783281600000,81.05,82.43,80.77,81.59,167807.934634,2026-07-06 04:00:00+08:00
1783296000000,81.59,82.35,80.46,80.81,147662.058352,2026-07-06 08:00:00+08:00
1783310400000,80.81,81.05,80.17,80.84,112082.704543,2026-07-06 12:00:00+08:00
1783324800000,80.84,81.1,80.06,80.4,99851.124789,2026-07-06 16:00:00+08:00
1783339200000,80.39,81.55,79.25,81.49,317911.496667,2026-07-06 20:00:00+08:00
1783353600000,81.5,82.4,81.28,82.07,194549.881008,2026-07-07 00:00:00+08:00
